price,min_to_metro,floor,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,reg_ЗАО,reg_САО,reg_СВАО,reg_СЗАО,reg_ЦАО,reg_ЮАО,reg_ЮВАО,reg_ЮЗАО
34511400.0,12.0,16.0,2024.0,1.0,0.0,3.0,2.0,False,False,True,False,False,False,False,False
23913372.0,7.0,9.0,2023.0,1.0,0.0,2.74,2.0,True,False,False,False,False,False,False,False
37666040.0,16.0,18.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,True,False,False,False,False
47041200.0,8.0,35.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,True,False,False,False
33527660.0,19.0,22.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,False,True,False
21931606.0,10.0,17.0,2023.0,1.0,0.0,3.3,2.0,True,False,False,False,False,False,False,False
20674751.0,19.0,25.0,2023.0,1.0,0.0,2.63,2.0,False,False,True,False,False,False,False,False
50784952.0,22.0,15.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,True,False,False
30553120.0,2025.0,8.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,True,False,False,False,False
35520737.0,7.0,17.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,False,False,True,False,False
31000000.0,15.0,9.0,2023.0,1.0,0.0,,2.0,False,False,False,True,False,False,False,False
32392797.0,2.0,17.0,2024.0,1.0,0.0,3.65,2.0,False,False,False,False,False,False,False,True
29060395.0,4.0,19.0,2022.0,1.0,0.0,3.25,2.0,False,False,False,False,True,False,False,False
40670000.0,10.0,12.0,2023.0,1.0,1.0,2.8,2.0,False,False,False,False,False,False,False,True
34900000.0,19.0,4.0,2023.0,1.0,0.0,5.05,2.0,False,False,False,False,False,False,True,False
41215500.0,18.0,32.0,2021.0,1.0,0.0,3.1,2.0,False,False,False,False,False,False,False,True
34585280.0,6.0,3.0,2023.0,1.0,0.0,3.1,2.0,False,False,False,True,False,False,False,False
98763758.0,8.0,3.0,2013.0,1.0,1.0,3.15,2.0,False,False,False,False,True,False,False,False
31374890.0,19.0,14.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,False,True,False
38806600.0,12.0,9.0,2023.0,1.0,0.0,3.1,2.0,False,False,False,True,False,False,False,False
21910757.0,8.0,16.0,2023.0,1.0,0.0,3.1,2.0,False,True,False,False,False,False,False,False
39303176.0,4.0,7.0,2024.0,1.0,1.0,3.0,2.0,False,False,False,False,True,False,False,False
17500000.0,8.0,12.0,2023.0,1.0,0.0,,2.0,True,False,False,False,False,False,False,False
34073243.0,20.0,8.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,True,False,False
90214161.0,12.0,5.0,2021.0,1.0,1.0,3.6,2.0,False,False,False,False,True,False,False,False
32075050.0,5.0,33.0,2024.0,1.0,0.0,2.9,2.0,True,False,False,False,False,False,False,False
25500000.0,14.0,36.0,2024.0,1.0,0.0,,2.0,False,False,False,True,False,False,False,False
16864281.0,5.0,6.0,2021.0,1.0,0.0,2.63,2.0,True,False,False,False,False,False,False,False
18000000.0,12.0,6.0,2024.0,1.0,0.0,,2.0,False,False,False,False,False,False,False,True
29270700.0,5.0,31.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,False,False,True
17500000.0,20.0,15.0,2023.0,1.0,1.0,,2.0,False,False,False,False,False,True,False,False
16541000.0,5.0,3.0,2021.0,1.0,0.0,2.63,2.0,True,False,False,False,False,False,False,False
31525164.0,4.0,3.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,False,False,False,False,False
30095214.0,5.0,19.0,2024.0,1.0,0.0,3.17,2.0,False,False,False,False,False,False,False,True
34504350.0,16.0,18.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,True,False,False,False,False
18432030.0,11.0,32.0,2023.0,1.0,0.0,2.62,2.0,True,False,False,False,False,False,False,False
41215500.0,13.0,23.0,2021.0,1.0,0.0,3.1,2.0,False,False,False,False,False,False,False,True
20018048.0,30.0,27.0,2023.0,1.0,0.0,2.62,2.0,True,False,False,False,False,False,False,False
29705530.0,25.0,6.0,2022.0,1.0,0.0,3.15,2.0,False,False,False,False,False,True,False,False
28500000.0,5.0,14.0,2023.0,1.0,0.0,,2.0,False,False,False,True,False,False,False,False
68144365.0,12.0,3.0,2022.0,1.0,0.0,3.6,2.0,False,False,False,False,True,False,False,False
34561246.0,22.0,21.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,True,False,False
37252800.0,19.0,5.0,2023.0,1.0,0.0,3.0,2.0,False,False,True,False,False,False,False,False
37948000.0,11.0,13.0,2023.0,1.0,0.0,3.1,2.0,False,False,False,True,False,False,False,False
16388393.0,5.0,12.0,2021.0,1.0,0.0,2.63,2.0,True,False,False,False,False,False,False,False
14518035.0,16.0,13.0,2023.0,1.0,0.0,2.84,2.0,False,True,False,False,False,False,False,False
